Age_Adjusted_Incd_Rate,Unemployment_rate_,Percent of adults completing some college or associate degree,Percent of adults who are high school graduates (or equivalent),Percent of adults who are not high school graduates,Percent of adults with a bachelor's degree or higher
378.4,3.29,25.6,28.6,28.1,17.7
377.9,3.67,32.0,33.8,18.1,16.1
377.8,5.55,37.3,35.3,15.8,11.6
377.8,5.86,19.3,44.8,27.6,8.4
377.5,9.31,17.1,35.1,38.6,9.2
377.4,6.459999999999999,30.4,30.4,27.3,11.9
376.8,3.63,36.1,31.4,16.6,16.0
376.6,2.93,27.3,36.3,18.8,17.6
376.4,4.11,18.6,21.4,19.2,40.8
376.4,10.05,21.2,34.7,32.5,11.6
376.2,6.38,18.4,26.8,29.5,25.3
375.8,3.3299999999999996,30.1,34.3,21.5,14.0
375.6,8.42,22.7,47.8,21.4,8.1
375.4,4.04,23.2,23.7,17.2,35.9
375.1,8.040000000000001,20.6,34.7,35.0,9.6
374.7,5.83,21.5,34.0,36.2,8.3
374.4,6.65,35.2,35.1,17.5,12.2
374.2,10.73,29.5,28.9,31.2,10.4
374.0,5.91,23.2,46.6,18.6,11.6
373.8,5.91,25.2,41.2,23.0,10.7
373.7,4.38,30.6,36.0,20.2,13.2
373.5,8.68,31.2,27.7,28.8,12.3
373.3,4.529999999999999,21.1,29.7,34.6,14.7
373.1,4.13,35.9,34.8,12.1,17.2
372.8,7.73,24.6,31.8,32.0,11.7
372.7,4.83,30.5,36.8,13.7,19.1
372.7,6.2,30.3,36.7,19.5,13.5
372.3,5.0,26.5,46.5,12.7,14.3
372.1,6.16,33.7,24.1,18.9,23.3
372.1,4.1,21.4,41.4,26.4,10.8
371.7,4.92,26.0,35.0,28.0,11.0
371.6,6.2700000000000005,31.9,31.9,25.7,10.5
371.2,3.09,31.8,31.7,12.5,24.0
371.2,5.0600000000000005,20.7,31.5,38.5,9.3
370.6,8.85,17.3,20.2,49.5,12.9
370.4,5.45,19.9,46.4,21.3,12.3
369.5,6.12,30.8,34.9,12.2,22.1
369.3,4.75,27.1,34.3,25.0,13.5
369.0,2.91,27.7,17.7,7.5,47.2
368.9,5.68,32.3,29.9,20.5,17.3
368.7,3.9,22.0,23.6,23.2,31.2
368.3,4.01,27.9,19.7,15.5,36.9
368.1,2.88,27.8,31.2,13.0,28.0
367.9,5.05,20.2,30.6,33.9,15.3
367.0,6.99,32.9,31.0,14.4,21.8
366.7,2.97,27.5,33.9,18.9,19.7
366.5,7.7,25.5,45.6,15.2,13.7
366.5,4.4799999999999995,31.4,31.7,23.3,13.6
366.4,6.7299999999999995,22.8,35.2,32.7,9.3
366.3,4.2299999999999995,33.1,33.8,14.4,18.7
366.2,4.66,26.8,26.7,18.6,27.9
365.8,5.4,23.4,36.8,26.2,13.7
365.6,4.87,16.2,44.6,29.7,9.4
365.6,5.58,35.8,25.3,9.4,29.5
365.5,11.11,27.2,22.9,38.3,11.5
364.9,3.75,29.2,23.9,18.7,28.1
364.9,5.13,33.4,27.2,23.1,16.2
364.6,4.42,14.7,27.6,43.9,13.9
364.3,3.19,25.3,32.9,17.9,23.9
364.3,3.02,30.4,40.8,18.0,10.8
364.1,2.3899999999999997,34.3,31.8,17.5,16.5
363.9,6.5,37.3,26.8,10.9,25.0
363.1,3.6,29.1,33.1,26.6,11.2
363.0,18.119999999999997,26.7,22.0,41.0,10.3
362.9,4.75,31.9,34.0,17.9,16.2
362.8,8.83,20.9,49.0,25.3,4.9
362.4,4.38,21.6,33.8,35.4,9.2
362.3,4.67,36.3,26.7,6.7,30.3
362.1,10.45,16.9,24.4,51.3,7.5
362.0,2.66,23.8,12.1,3.7,60.5
362.0,4.82,33.8,34.6,19.6,12.0
361.8,6.4799999999999995,22.5,36.8,32.1,8.6
361.8,6.43,21.1,17.9,47.0,13.9
361.7,3.0,33.0,31.9,12.5,22.6
361.4,5.64,35.3,32.0,21.5,11.2
361.4,3.19,36.1,28.6,10.0,25.4
360.9,6.65,21.8,27.3,33.1,17.7
360.8,4.93,31.6,36.8,20.8,10.8
360.8,2.92,34.7,35.3,13.3,16.8
360.5,3.2,32.4,24.9,11.2,31.5
360.3,5.61,33.9,31.3,17.7,17.1
359.6,4.79,32.8,31.3,21.7,14.2
359.5,3.44,36.1,30.4,12.9,20.5
359.1,3.979999999999999,30.1,36.1,15.8,17.9
359.1,3.5200000000000005,25.7,27.4,30.8,16.1
358.9,4.74,21.2,31.0,30.6,17.2
358.6,7.26,17.5,34.1,42.2,6.1
358.5,5.76,22.9,33.0,31.3,12.8
358.4,4.35,30.5,25.6,28.7,15.3
358.3,8.82,34.8,30.5,17.3,17.5
357.7,14.11,19.5,29.9,40.2,10.4
357.4,5.6,20.2,29.4,37.5,12.9
357.4,5.66,24.3,45.0,20.0,10.7
357.4,3.01,28.6,27.5,23.6,20.3
357.3,9.29,31.0,34.3,18.3,16.4
357.0,2.99,19.9,12.7,13.2,54.3
357.0,5.3,21.8,29.9,37.5,10.8
356.7,3.5799999999999996,23.0,43.9,20.1,13.0
356.7,5.65,33.8,34.0,11.1,21.1
356.5,9.4,37.8,28.2,16.2,17.7
355.5,5.220000000000001,18.6,42.5,28.0,10.8
354.8,9.09,27.8,39.4,20.2,12.6
354.3,7.92,33.7,35.5,16.9,13.9
354.1,5.67,26.5,36.6,25.0,12.0
354.0,5.87,22.5,27.3,39.7,10.5
353.8,3.979999999999999,37.0,30.9,9.9,22.2
353.7,3.45,29.0,32.2,22.5,16.3
352.7,5.18,22.0,36.9,31.2,9.9
352.2,4.35,30.0,35.0,10.4,24.6
351.7,4.13,27.0,31.0,28.6,13.5
351.7,7.94,32.1,23.6,30.4,13.9
351.5,2.9,23.6,25.9,40.7,9.9
349.6,4.029999999999999,32.7,33.4,15.3,18.6
349.5,4.720000000000001,19.3,26.4,43.8,10.5
349.3,7.4,23.3,35.4,27.2,14.2
349.1,6.35,36.5,31.3,13.5,18.8
349.0,5.71,37.9,29.5,15.6,17.0
348.6,4.37,31.6,42.1,14.5,11.7
347.5,4.65,25.2,37.2,24.2,13.4
346.7,9.96,31.1,38.3,18.8,11.9
346.5,6.4799999999999995,31.0,29.0,21.6,18.4
346.2,6.659999999999999,22.5,34.4,32.5,10.6
346.2,4.14,33.6,28.2,15.5,22.8
346.1,9.24,33.3,33.3,15.7,17.6
345.9,4.7,21.0,36.7,30.4,11.9
345.6,3.15,30.8,32.5,20.9,15.7
345.6,3.2,28.5,37.1,19.7,14.6
345.1,5.39,29.6,37.5,15.5,17.4
345.0,3.66,25.8,33.9,22.7,17.6
345.0,6.6,23.5,35.4,28.6,12.5
344.5,8.92,37.4,29.9,11.5,21.2
344.5,2.95,22.1,13.9,9.3,54.8
344.4,14.09,13.9,22.2,53.0,10.9
344.4,4.4799999999999995,27.5,27.9,32.9,11.6
344.3,3.83,34.2,35.6,15.2,15.0
344.0,7.790000000000001,24.9,26.2,36.7,12.2
343.5,6.62,20.8,32.4,37.5,9.4
343.4,5.85,20.5,35.9,34.8,8.7
343.3,3.86,32.7,17.8,5.9,43.6
343.3,4.45,34.5,36.7,14.3,14.4
343.3,5.4399999999999995,30.2,37.8,17.0,15.1
342.8,5.67,29.9,26.4,27.4,16.2
342.6,4.34,11.1,32.2,48.5,8.3
342.5,3.2299999999999995,35.5,34.0,8.5,22.0
342.4,3.1900000000000004,34.7,30.9,17.6,16.7
342.2,9.32,35.4,33.3,19.0,12.3
342.1,6.57,18.8,38.6,30.7,11.9
341.8,8.23,31.2,38.5,14.5,15.8
341.7,3.49,24.2,45.1,16.3,14.4
340.9,9.05,35.6,33.4,14.1,16.8
340.6,10.72,24.2,43.9,20.6,11.3
340.2,5.0600000000000005,28.6,27.1,17.4,27.0
339.7,6.9799999999999995,18.9,41.8,32.1,7.1
339.2,8.370000000000001,33.2,27.5,28.4,11.0
339.0,8.41,38.1,30.9,20.4,10.7
338.8,5.470000000000001,29.3,30.0,21.9,18.8
338.7,4.1,23.6,32.7,30.9,12.8
338.0,9.76,31.5,37.3,15.5,15.7
337.4,5.220000000000001,27.1,33.1,18.9,21.0
337.3,6.5,35.7,28.7,21.8,13.9
336.9,2.83,32.5,36.4,13.9,17.2
336.5,3.62,25.8,26.9,26.9,20.4
336.5,2.96,31.9,35.9,14.7,17.4
336.3,8.57,27.3,43.5,16.2,13.0
336.1,4.8100000000000005,23.2,38.8,28.8,9.2
335.3,2.79,35.6,34.4,12.2,17.8
334.6,3.4299999999999997,30.4,36.1,17.8,15.7
334.4,5.25,26.1,30.0,27.7,16.2
334.3,4.5200000000000005,33.3,28.0,21.3,17.4
334.1,3.62,19.6,12.6,4.1,63.7
333.8,4.5200000000000005,34.8,31.4,11.6,22.2
333.7,4.14,26.0,37.0,21.9,15.1
333.7,3.81,35.7,32.0,17.7,14.6
333.6,5.029999999999999,31.5,26.8,12.7,29.0
333.0,5.0600000000000005,30.4,15.4,6.9,47.4
332.8,3.37,33.8,33.6,18.3,14.3
332.6,4.2700000000000005,33.9,30.5,20.9,14.8
332.6,3.68,18.8,32.2,36.8,12.1
332.3,6.9799999999999995,17.3,34.9,41.1,6.7
332.1,7.0,33.6,30.1,24.4,11.8
331.8,3.85,21.9,25.4,39.3,13.4
331.4,3.2,32.2,34.9,19.6,13.3
331.2,2.65,15.9,11.7,12.2,60.2
329.8,3.75,28.9,23.7,24.8,22.6
329.7,2.77,31.2,35.4,16.9,16.6
329.6,5.2299999999999995,32.2,21.6,16.2,29.9
329.4,3.28,30.0,31.6,23.0,15.4
328.9,6.67,23.6,35.7,28.6,12.0
328.9,8.9,34.6,35.5,14.6,15.3
328.5,4.0200000000000005,27.5,16.5,13.4,42.6
327.8,9.56,22.7,22.8,39.3,15.2
327.5,3.15,32.4,26.1,13.1,28.4
327.1,6.959999999999999,20.5,37.5,31.7,10.3
326.2,6.0200000000000005,18.7,35.5,35.7,10.1
326.1,5.38,38.4,20.7,12.1,28.9
325.7,8.290000000000001,29.5,30.5,29.0,11.1
325.1,7.15,29.8,29.1,20.6,20.5
324.4,5.41,32.8,30.5,23.2,13.5
323.8,4.68,21.0,44.6,23.2,11.2
323.5,5.35,24.0,32.5,32.5,11.0
322.3,6.45,27.7,44.4,11.2,16.7
322.0,4.07,28.3,10.9,3.7,57.1
321.1,3.84,27.3,17.7,6.7,48.3
320.0,4.34,30.1,15.1,6.4,48.5
319.9,5.0200000000000005,26.9,24.5,36.0,12.6
319.3,5.83,18.0,27.2,40.7,14.1
319.2,3.45,37.0,40.6,10.9,11.6
319.0,5.17,32.7,27.3,20.5,19.5
318.9,6.34,35.2,32.7,14.2,18.0
318.4,2.96,34.0,37.0,15.4,13.5
318.2,10.84,27.4,24.9,36.4,11.3
318.2,7.32,29.3,33.3,24.0,13.5
317.9,4.7,35.6,28.1,9.7,26.7
317.8,10.09,22.6,31.7,30.2,15.5
317.6,3.5,32.9,41.1,10.3,15.7
317.3,5.5200000000000005,19.3,31.8,39.4,9.5
315.7,4.55,37.3,25.6,5.9,31.2
313.9,6.15,24.5,27.4,29.1,19.0
313.2,8.95,28.1,27.3,31.8,12.8
311.9,2.8,30.1,33.8,20.5,15.5
311.7,6.279999999999999,25.4,27.8,34.8,12.0
311.3,5.42,25.0,31.2,27.7,16.1
310.3,5.779999999999999,27.7,25.6,25.5,21.2
308.1,6.529999999999999,26.6,26.6,20.9,25.9
307.5,4.7299999999999995,33.1,21.5,6.6,38.8
304.7,11.94,30.7,39.0,19.4,10.9
303.9,3.84,33.7,24.0,7.7,34.5
303.6,6.01,26.3,31.3,27.0,15.4
303.4,3.729999999999999,29.8,34.4,22.4,13.3
302.7,6.959999999999999,36.2,25.9,12.5,25.5
302.4,7.93,32.6,31.4,19.7,16.4
301.2,2.87,31.1,31.9,20.4,16.6
300.7,7.05,25.6,36.0,15.4,23.0
300.5,5.2299999999999995,28.0,34.2,19.2,18.5
299.5,3.85,31.1,33.3,20.8,14.8
298.8,4.13,29.8,21.1,21.4,27.7
298.8,3.22,30.4,35.5,20.7,13.4
296.8,6.33,17.4,27.5,47.1,8.0
294.6,13.54,13.1,19.9,55.3,11.7
294.4,3.34,23.3,29.8,34.0,12.9
292.6,9.1,39.3,28.7,14.8,17.2
292.6,7.82,32.4,32.9,15.7,19.0
292.1,10.66,34.7,34.4,17.3,13.5
291.3,6.85,23.8,33.8,27.9,14.4
288.9,5.88,30.6,35.1,22.8,11.5
288.7,3.22,27.3,31.5,23.4,17.7
288.7,5.5,30.6,36.6,24.1,8.7
287.6,7.290000000000001,31.2,34.5,22.5,11.9
287.0,3.07,34.5,38.0,13.8,13.7
284.6,4.83,32.0,28.4,8.4,31.2
284.4,7.49,25.4,35.1,22.6,17.0
279.2,4.74,25.6,35.3,28.6,10.5
278.8,3.92,34.9,36.3,14.7,14.1
278.6,5.9,26.8,37.9,24.0,11.3
278.6,4.42,18.6,37.8,34.8,8.8
277.0,8.59,35.3,29.4,22.9,12.4
274.6,11.14,35.9,29.6,19.0,15.5
271.2,6.709999999999999,25.6,24.8,30.0,19.6
270.5,5.96,33.1,34.4,21.5,11.0
256.8,2.6399999999999997,38.6,37.3,9.2,14.9
253.3,3.97,20.6,19.0,25.3,35.1
251.8,3.84,25.7,33.5,22.6,18.2
250.8,5.74,19.8,36.3,35.6,8.3
249.5,4.51,29.6,19.2,7.2,44.0
248.3,5.88,26.1,29.3,27.6,17.0
246.7,3.55,29.2,38.8,15.3,16.8
245.1,4.029999999999999,32.6,35.3,20.1,12.0
242.4,8.53,34.1,26.0,11.7,28.2
239.9,4.35,35.4,34.8,18.0,11.8
225.2,10.17,27.4,37.2,16.3,19.1
217.9,3.84,33.1,38.9,12.7,15.3
216.6,5.62,40.8,35.1,10.7,13.4
208.8,2.69,33.0,31.9,13.6,21.5
